DestAddr,DestCode,DestName,Distance,Duration,OrigAddr,OrigCode,OrigName
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,1601082,51224,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,1501065,49459,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,1799280,59920,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3907132,129669,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1433555,48195,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,339590,12274,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,326537,11974,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1303376,44325,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1287144,43140,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,1059436,36704,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,767342,26413,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2879799,93388,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,1008243,33867,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2094735,67921,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2650048,86517,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1937071,65420,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4501676,145389,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4512356,146056,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1442830,48739,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1952500,65409,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,0,0,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,15185,1107,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4698402,153575,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,188889,7405,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,630829,22604,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,4475198,147968,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4695500,153586,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4611612,150631,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1562085,53139,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1889343,62694,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2551163,84019,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,809788,28218,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,397504,14694,"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3891860,128809,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1418284,47336,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,324318,11414,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,326229,11946,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1288105,43466,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1271873,42280,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,1044164,35845,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,752070,25554,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2864528,92529,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,992971,33008,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2079463,67061,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2634776,85658,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1921799,64561,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4486404,144529,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4497084,145196,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1427559,47879,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1937229,64550,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,15753,1055,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,0,0,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4683131,152716,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,173617,6546,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,615557,21745,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,4459927,147109,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4680229,152727,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4596340,149772,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1546813,52279,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1874072,61835,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2535891,83160,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,794517,27358,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,382232,13835,"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,1186330,38483,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,3953426,127102,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4535677,146815,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4984584,161534,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3441183,111400,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3435705,110702,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3837549,123144,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3960617,127633,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2014063,65849,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3858189,123859,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,4984729,156770,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,3078893,97168,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2917703,94545,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,634847,21473,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,588792,19471,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3491526,112002,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,3182747,103713,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4699336,152378,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4684893,151561,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,0,0,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4634571,150037,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,4147809,133489,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,782597,26666,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,25984,1513,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,1299358,44832,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,3304591,107098,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,4688345,147745,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2740588,88567,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4239467,136656,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4537682,147117,"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3776462,124699,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1252956,41788,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,158990,5867,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,496074,18061,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1238396,42015,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1222165,40830,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,928766,31735,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,702362,24103,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2784233,90700,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,943263,31557,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,1914135,61514,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2478291,80562,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1806402,60451,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4360156,141850,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4370836,142517,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1377851,46428,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1887520,63099,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,189062,7312,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,174619,6495,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4633423,151265,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,0,0,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,500159,17635,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,4344529,142999,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4630520,151276,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4546632,148321,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1431416,48169,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1708744,56287,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2379405,78064,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,804904,27834,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,216905,8287,"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3314265,108906,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1103626,37259,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,401048,14318,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,920102,32809,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,751515,25637,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,735284,24451,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,466569,15942,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,215481,7725,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2327938,74700,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,456382,15179,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,1891379,61677,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2151966,72434,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1344205,44658,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,3897959,126057,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,3908639,126724,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,890970,30050,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1400639,46721,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,619991,22733,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,605548,21916,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4146542,134887,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,499943,17540,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1 Mazeroski Way, Pittsburgh, PA 15212, USA",PIT,PNC Park,0,0,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,3882332,127206,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4143639,134898,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4059751,131943,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,969219,32376,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1685987,56451,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,1996621,65797,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,507455,17665,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,403054,14620,"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,570239,19081,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,3443082,108513,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4227837,139000,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4823243,157482,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3353325,107952,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3347847,107254,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3471158,112918,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3872759,124185,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1736578,56286,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3770330,120411,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,4271709,133757,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2365873,74155,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2512933,85138,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,152756,5700,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,200657,7987,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3403668,108554,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,3198983,102202,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
